user_id,step,timestamp
U051,visited_site,20-07-2026 03:52
U150,visited_site,20-07-2026 04:06
U132,visited_site,20-07-2026 03:45
U169,details_filled,20-07-2026 04:04
U186,details_filled,20-07-2026 04:29
U134,visited_site,20-07-2026 03:30
U077,visited_site,20-07-2026 03:58
U184,visited_site,20-07-2026 04:06
U093,visited_site,20-07-2026 03:45
U041,signup_started,20-07-2026 03:51
U102,visited_site,20-07-2026 03:43
U095,visited_site,20-07-2026 04:08
U037,visited_site,20-07-2026 03:38
U005,details_filled,20-07-2026 04:08
U023,visited_site,20-07-2026 03:38
U097,signup_started,20-07-2026 04:12
U097,visited_site,20-07-2026 03:42
U082,visited_site,20-07-2026 03:42
U184,details_filled,20-07-2026 04:19
U110,signup_started,20-07-2026 03:52
U191,details_filled,20-07-2026 04:01
U080,signup_started,20-07-2026 04:16
U199,details_filled,20-07-2026 04:06
U085,signup_started,20-07-2026 04:13
U029,signup_started,20-07-2026 04:16
U188,details_filled,20-07-2026 04:11
U012,visited_site,20-07-2026 03:50
U142,visited_site,20-07-2026 04:01
U106,signup_started,20-07-2026 04:22
U083,visited_site,20-07-2026 03:50
U096,signup_started,20-07-2026 03:46
U154,visited_site,20-07-2026 04:03
U163,visited_site,20-07-2026 03:44
U157,visited_site,20-07-2026 03:50
U138,visited_site,20-07-2026 03:38
U089,visited_site,20-07-2026 03:59
U072,signup_started,20-07-2026 03:55
U082,signup_started,20-07-2026 03:46
U144,visited_site,20-07-2026 03:31
U162,details_filled,20-07-2026 04:28
U164,details_filled,20-07-2026 04:29
U116,visited_site,20-07-2026 03:55
U078,signup_started,20-07-2026 04:07
U113,signup_started,20-07-2026 04:12
U090,signup_started,20-07-2026 04:13
U003,visited_site,20-07-2026 03:56
U156,visited_site,20-07-2026 03:34
U112,signup_started,20-07-2026 04:04
U079,signup_started,20-07-2026 04:11
U004,details_filled,20-07-2026 04:24
U093,signup_started,20-07-2026 04:01
U137,visited_site,20-07-2026 03:40
U150,signup_started,20-07-2026 03:50
U181,details_filled,20-07-2026 04:07
U136,signup_started,20-07-2026 03:53
U127,signup_started,20-07-2026 03:53
U123,signup_started,20-07-2026 04:01
U073,signup_started,20-07-2026 03:56
U054,visited_site,20-07-2026 03:43
U173,details_filled,20-07-2026 04:27
U101,signup_started,20-07-2026 04:10
U158,visited_site,20-07-2026 03:31
U156,details_filled,20-07-2026 04:34
U044,visited_site,20-07-2026 03:59
U179,details_filled,20-07-2026 04:39
U004,signup_started,20-07-2026 04:15
U001,details_filled,20-07-2026 04:23
U045,visited_site,20-07-2026 04:04
U076,signup_started,20-07-2026 04:18
U035,signup_started,20-07-2026 03:55
U129,visited_site,20-07-2026 04:03
U088,signup_started,20-07-2026 04:21
U028,signup_started,20-07-2026 04:00
U046,signup_started,20-07-2026 04:00
U058,signup_started,20-07-2026 03:51
U081,visited_site,20-07-2026 03:46
U018,details_filled,20-07-2026 04:22
U103,visited_site,20-07-2026 04:07
U121,visited_site,20-07-2026 03:39
U069,email_verified,20-07-2026 04:26
U028,details_filled,20-07-2026 04:12
U020,details_filled,20-07-2026 04:05
U126,visited_site,20-07-2026 03:31
U121,signup_started,20-07-2026 03:51
U061,visited_site,20-07-2026 03:50
U009,details_filled,20-07-2026 04:23
U042,signup_started,20-07-2026 04:23
U020,visited_site,20-07-2026 03:33
U021,details_filled,20-07-2026 04:02
U164,visited_site,20-07-2026 04:04
U139,visited_site,20-07-2026 03:36
U071,visited_site,20-07-2026 04:07
U060,visited_site,20-07-2026 03:39
U023,details_filled,20-07-2026 04:31
U106,visited_site,20-07-2026 04:05
U140,visited_site,20-07-2026 03:54
U007,visited_site,20-07-2026 04:02
U103,signup_started,20-07-2026 03:57
U182,details_filled,20-07-2026 04:12
U151,visited_site,20-07-2026 03:42
U137,signup_started,20-07-2026 03:55
U052,signup_started,20-07-2026 04:18
U019,visited_site,20-07-2026 04:05
U196,details_filled,20-07-2026 04:04
U161,details_filled,20-07-2026 04:12
U118,purchase_completed,20-07-2026 04:59
U167,visited_site,20-07-2026 03:55
U131,signup_started,20-07-2026 04:24
U043,signup_started,20-07-2026 04:17
U131,visited_site,20-07-2026 03:58
U022,details_filled,20-07-2026 04:14
U112,purchase_completed,20-07-2026 05:04
U177,visited_site,20-07-2026 03:31
U092,visited_site,20-07-2026 03:59
U121,purchase_completed,20-07-2026 04:44
U035,visited_site,20-07-2026 04:06
U077,signup_started,20-07-2026 03:53
U117,signup_started,20-07-2026 03:45
U185,details_filled,20-07-2026 04:35
U136,purchase_completed,20-07-2026 04:35
U032,signup_started,20-07-2026 03:53
U195,visited_site,20-07-2026 03:50
U118,visited_site,20-07-2026 04:04
U100,visited_site,20-07-2026 03:33
U063,signup_started,20-07-2026 03:48
U153,details_filled,20-07-2026 04:32
U060,signup_started,20-07-2026 03:53
U181,visited_site,20-07-2026 03:56
U141,signup_started,20-07-2026 04:21
U036,signup_started,20-07-2026 04:20
U040,details_filled,20-07-2026 04:35
U134,purchase_completed,20-07-2026 05:07
U077,email_verified,20-07-2026 04:42
U041,visited_site,20-07-2026 03:50
U016,details_filled,20-07-2026 04:05
U140,signup_started,20-07-2026 04:09
U010,signup_started,20-07-2026 03:55
U068,visited_site,20-07-2026 04:07
U004,visited_site,20-07-2026 03:32
U067,signup_started,20-07-2026 04:03
U100,signup_started,20-07-2026 04:02
U160,visited_site,20-07-2026 03:40
U171,details_filled,20-07-2026 04:25
U149,visited_site,20-07-2026 03:40
U005,signup_started,20-07-2026 03:53
U102,signup_started,20-07-2026 04:03
U049,visited_site,20-07-2026 03:50
U038,signup_started,20-07-2026 03:50
U032,details_filled,20-07-2026 04:28
U133,purchase_completed,20-07-2026 04:56
U120,signup_started,20-07-2026 03:58
U041,details_filled,20-07-2026 04:18
U045,details_filled,20-07-2026 04:03
U081,email_verified,20-07-2026 04:30
U090,visited_site,20-07-2026 03:40
U030,signup_started,20-07-2026 04:12
U119,visited_site,20-07-2026 03:50
U138,purchase_completed,20-07-2026 04:43
U199,visited_site,20-07-2026 03:42
U049,email_verified,20-07-2026 04:50
U130,visited_site,20-07-2026 03:51
U087,signup_started,20-07-2026 04:12
U125,purchase_completed,20-07-2026 04:38
U030,visited_site,20-07-2026 03:54
U113,visited_site,20-07-2026 04:09
U186,visited_site,20-07-2026 03:38
U127,visited_site,20-07-2026 03:41
U055,signup_started,20-07-2026 04:22
U068,signup_started,20-07-2026 04:10
U020,signup_started,20-07-2026 03:57
U063,visited_site,20-07-2026 04:01
U005,visited_site,20-07-2026 03:33
U083,signup_started,20-07-2026 04:14
U015,visited_site,20-07-2026 04:05
U069,signup_started,20-07-2026 03:50
U099,visited_site,20-07-2026 03:46
U175,visited_site,20-07-2026 03:56
U172,details_filled,20-07-2026 04:31
U125,visited_site,20-07-2026 03:50
U048,signup_started,20-07-2026 03:57
U044,signup_started,20-07-2026 03:57
U024,signup_started,20-07-2026 04:06
U046,visited_site,20-07-2026 03:38
U012,signup_started,20-07-2026 04:11
U106,purchase_completed,20-07-2026 04:52
U172,visited_site,20-07-2026 03:55
U042,details_filled,20-07-2026 04:10
U193,details_filled,20-07-2026 04:25
U021,signup_started,20-07-2026 04:18
U111,purchase_completed,20-07-2026 04:48
U124,visited_site,20-07-2026 03:39
U025,visited_site,20-07-2026 03:31
U123,purchase_completed,20-07-2026 05:06
U194,details_filled,20-07-2026 04:17
U013,details_filled,20-07-2026 04:10
U151,details_filled,20-07-2026 04:24
U134,signup_started,20-07-2026 03:56
U012,details_filled,20-07-2026 04:14
U079,visited_site,20-07-2026 03:51
U061,signup_started,20-07-2026 03:58
U159,visited_site,20-07-2026 03:47
U190,details_filled,20-07-2026 04:15
U058,visited_site,20-07-2026 03:41
U040,signup_started,20-07-2026 04:17
U143,visited_site,20-07-2026 03:46
U078,email_verified,20-07-2026 04:20
U173,visited_site,20-07-2026 03:57
U007,signup_started,20-07-2026 03:54
U075,email_verified,20-07-2026 04:30
U115,visited_site,20-07-2026 03:59
U091,visited_site,20-07-2026 03:33
U047,signup_started,20-07-2026 03:45
U145,visited_site,20-07-2026 03:35
U111,visited_site,20-07-2026 04:07
U174,details_filled,20-07-2026 04:37
U197,details_filled,20-07-2026 04:37
U002,visited_site,20-07-2026 03:42
U127,purchase_completed,20-07-2026 04:56
U154,details_filled,20-07-2026 04:18
U063,email_verified,20-07-2026 04:47
U059,visited_site,20-07-2026 03:35
U015,signup_started,20-07-2026 03:48
U135,signup_started,20-07-2026 04:08
U095,signup_started,20-07-2026 03:45
U146,visited_site,20-07-2026 03:31
U198,details_filled,20-07-2026 04:01
U066,visited_site,20-07-2026 03:54
U010,details_filled,20-07-2026 04:12
U152,visited_site,20-07-2026 03:32
U086,email_verified,20-07-2026 04:38
U043,details_filled,20-07-2026 04:13
U027,details_filled,20-07-2026 04:34
U019,signup_started,20-07-2026 04:21
U175,details_filled,20-07-2026 04:10
